ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4216798,Bing,NA,2,2019-07-05T22:46:26Z,2019-07-06T08:19:58Z,45.60701,-121.19483,NA,NA,0.21,At US-30/2nd St/Exit 84 - Accident.,NA,I-84 W,R,The Dalles,Wasco,OR,97058,US,US/Pacific,KDLS,2019-07-05T22:53:00Z,68,68,55,29.78,10,WNW,17,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-1336300,MapQuest,201,2,2019-06-04T08:44:54Z,2019-06-04T11:05:42Z,25.78368,-80.265282,NA,NA,1.19000005722,Accident on exit ramp from FL-836-TOLL Eastbound to FL-953 Southbound.,4259,NW 12th St,L,Miami,Miami-Dade,FL,33126-2614,US,US/Eastern,KMIA,2019-06-04T08:53:00Z,86,86,67,30.03,10,S,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-394701,MapQuest,201,3,2017-03-31T21:30:38Z,2017-03-31T22:00:09Z,32.759663,-97.019737,NA,NA,0.01,#1 #2 lane blocked due to accident on I-30 Tom Landry Fwy Westbound at Carrier Pkwy	.,NA,N Carrier Pkwy,R,Grand Prairie,Dallas,TX,75050,US,US/Central,KGPM,2017-03-31T21:15:00Z,72.5,NA,50,29.78,10,ESE,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1103762,MapQuest,201,2,2019-11-05T14:29:43Z,2019-11-05T17:10:39Z,34.705406,-86.588799,NA,NA,0,Accident on Memorial Pkwy Northbound at Drake Ave.,NA,Memorial Pkwy SW,R,Huntsville,Madison,AL,35801,US,US/Central,KHUA,2019-11-05T14:58:00Z,68,68,35,29.48,3,NNW,9,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3288254,Bing,NA,2,2020-12-25T03:36:00Z,2020-12-25T04:37:00Z,29.956843,-90.092531,NA,NA,0.776,Slow traffic on I-10 W - Pontchartrain Expy W from US-90 (New Orleans) (West) (I-10) to S Carrollton Ave (I-10) due to accident.,NA,I-10 W,R,New Orleans,Orleans,LA,70119,US,US/Pacific,KAUD,2020-12-25T03:55:00Z,41,36,62,30.19,10,W,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2494944,MapQuest,241,3,2017-11-17T07:43:18Z,2017-11-17T12:56:52Z,41.05666,-73.835388,NA,NA,0,Right lane blocked due to accident on I-87 Southbound after Exits 8 8A I-287 Cross Westchester Expy.,NA,New York Trwy N,R,Irvington,Westchester,NY,10533,US,US/Eastern,KHPN,2017-11-17T07:56:00Z,39,29,57,30.01,10,NW,20.7,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-343121,MapQuest,203,3,2017-02-13T21:33:10Z,2017-02-13T22:02:41Z,34.142933,-118.021095,NA,NA,0.01,Slow traffic queueing traffic and HOV lane blocked due to multi-vehicle accident on I-210 Eastbound at Exit 33 Huntington Dr.,NA,Foothill Fwy E,R,Arcadia,Los Angeles,CA,91006,US,US/Pacific,KEMT,2017-02-13T19:45:00Z,60.8,NA,63,30.05,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3416954,Bing,NA,2,2020-11-11T08:42:00Z,2020-11-11T22:27:00Z,36.153956,-86.757305,NA,NA,0.399,Incident on I-40 WB near MM 211 Expect long delays.,NA,I-40 W,R,Nashville,Davidson,TN,37210,US,US/Central,KBNA,2020-11-11T08:53:00Z,59,59,81,29.38,10,NNW,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3523480,Bing,NA,3,2020-06-26T15:56:09Z,2020-06-26T16:11:09Z,42.41576,-71.60511,NA,NA,1.257,At RT-117/Main St/Exit 27 - Accident. Left lane blocked. on the right.,169,S Bolton Rd,R,Bolton,Worcester,MA,01740-1311,US,US/Eastern,KFIT,2020-06-26T15:52:00Z,79,79,42,29.51,10,N,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-975010,MapQuest,201,2,2020-02-27T08:32:55Z,2020-02-27T09:44:00Z,27.98163,-82.285927,NA,NA,0,Accident on Parsons Ave at FL-574 Dr Martin Luther King Jr Blvd.,1740,S Parsons Ave,L,Seffner,Hillsborough,FL,33584,US,US/Eastern,KVDF,2020-02-27T08:35:00Z,50,50,71,30.17,10,N,9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-236749,MapQuest,201,2,2017-01-20T17:32:23Z,2017-01-20T18:17:13Z,40.191925,-75.224159,NA,NA,0.01,Accident on Bethlehem Pike at Cedar Hill Rd.,1152,N Bethlehem Pike,R,Ambler,Montgomery,PA,19002-1418,US,US/Eastern,KLOM,2017-01-20T17:35:00Z,37.4,NA,100,29.89,2.5,Calm,NA,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-242773,MapQuest,201,3,2016-11-18T08:23:40Z,2016-11-18T09:08:16Z,39.265865,-76.667252,NA,NA,0.01,Accident on I-95 Northbound near Exits 50A-50B 50B-A US-1 Alt Caton Ave.,NA,I-95 S,R,Halethorpe,Baltimore City,MD,21227,US,US/Eastern,KBWI,2016-11-18T07:54:00Z,42.1,NA,82,30.19,10,Calm,NA,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1801192,MapQuest,241,3,2018-10-04T08:32:31Z,2018-10-04T09:02:10Z,39.26738,-76.624512,NA,NA,0,Lane blocked due to accident on I-95 Northbound at Exits 52 53 I-395.,NA,I-95 N,R,Baltimore,Baltimore City,MD,21230,US,US/Eastern,KDMH,2018-10-04T08:54:00Z,73,NA,84,30.04,NA,North,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2548975,MapQuest,201,2,2017-10-13T03:50:28Z,2017-10-13T04:19:48Z,33.887909,-117.463402,NA,NA,0,Accident on La Sierra Ave near Victoria Ave.,NA,La Sierra Ave,R,Riverside,Riverside,CA,92503,US,US/Pacific,KRAL,2017-10-13T03:53:00Z,57,NA,89,29.91,8,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-594889,MapQuest,241,3,2020-09-09T08:05:50Z,2020-09-09T09:25:00Z,42.514408,-71.02446,NA,NA,0,Lane blocked due to accident on 128 Southbound at Walnut St.,NA,I-95 S,R,Lynnfield,Essex,MA,01940,US,US/Eastern,KBVY,2020-09-09T07:53:00Z,66,66,96,30.17,0,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3258215,Bing,NA,2,2020-12-25T22:35:03Z,2020-12-25T23:51:30Z,38.792404,-77.038643,NA,NA,0.067,Incident on I-95 EB near MP 0 Drive with caution.,NA,Capital Beltway E,R,Washington,District of Columbia,DC,20032,US,US/Eastern,KDCA,2020-12-25T22:52:00Z,25,16,46,29.97,10,W,9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2168249,MapQuest,201,3,2018-04-04T12:52:07Z,2018-04-04T13:21:31Z,27.950424,-82.514008,NA,NA,0,Left lane blocked due to accident on I-275 Northbound at Exits 40A 40B 41A Lois Ave.,NA,N Lois Ave,R,Tampa,Hillsborough,FL,33609,US,US/Eastern,KTPA,2018-04-04T12:53:00Z,82,NA,58,30.05,10,SSW,8.1,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-158596,MapQuest,245,3,2016-07-04T06:03:54Z,2016-07-04T06:48:54Z,33.752514,-84.231735,NA,NA,0,Two lanes blocked due to accident on I-285 Northbound near Exit 43 US-278 Covington Hwy.,NA,I-285 N,R,Decatur,DeKalb,GA,30032,US,US/Eastern,KPDK,2016-07-04T05:53:00Z,75,NA,84,30,10,SW,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-784887,MapQuest,201,3,2020-06-04T09:30:24Z,2020-06-04T10:30:00Z,32.365768,-86.278221,NA,NA,0.340000003576,Exit ramp from I-85 Southbound at Exit 2 to Mulberry St Northbound lane blocked due to accident.,NA,I-85 S,R,Montgomery,Montgomery,AL,36107,US,US/Central,KMXF,2020-06-04T08:56:00Z,81,81,70,29.81,10,SW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3325686,Bing,NA,2,2020-11-27T23:42:04Z,2020-11-28T02:03:04Z,29.737232,-95.540819,NA,NA,0.037,Incident on WESTHEIMER RD near E RIVERCREST DR Drive with caution.,9762,Westheimer Rd,R,Houston,Harris,TX,77042-3906,US,US/Central,KMCJ,2020-11-27T23:53:00Z,69,69,90,29.99,6,E,12,0.15,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3536730,Bing,NA,3,2020-06-08T08:46:07Z,2020-06-08T10:06:05Z,35.40638,-97.31792,NA,NA,0,At I-240/Southeast Expy - Serious accident.,5996,S Anderson Rd,L,Oklahoma City,Oklahoma,OK,73150-4018,US,US/Central,KTIK,2020-06-08T08:56:00Z,80,80,68,28.41,10,SE,5,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2203193,MapQuest,201,2,2018-04-20T04:37:04Z,2018-04-20T05:06:36Z,36.160912,-86.775543,NA,NA,0,Accident on 3rd Ave near Symphony Pl.,118,3rd Ave S,L,Nashville,Davidson,TN,37201-2002,US,US/Central,KBNA,2018-04-20T04:53:00Z,37,NA,82,30.37,10,Calm,NA,NA,Clear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3871011,Bing,NA,2,2019-09-04T13:37:26Z,2019-09-04T14:07:11Z,34.032405,-117.326443,NA,NA,0.313,At Barton Rd - Accident. Center lane blocked.,NA,I-215 N,R,Grand Terrace,San Bernardino,CA,92313,US,US/Pacific,KSBD,2019-09-04T13:53:00Z,102,102,17,28.61,7,WSW,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3926158,Bing,NA,2,2019-01-15T14:27:17Z,2019-01-15T14:56:41Z,41.55657,-83.68666,NA,NA,0.175,Ramp to I-475/US-23 Northbound - Accident. Lane blocked.,NA,I-475 N,R,Maumee,Lucas,OH,43537,US,US/Eastern,KTOL,2019-01-15T14:49:00Z,28.4,17,69,30.13,10,SW,15,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-904456,MapQuest-Bing,241,3,2020-01-18T12:17:06Z,2020-01-18T13:39:19Z,34.071865,-117.869926,NA,NA,0,#1 lane blocked due to accident on I-10 Westbound at Exit 38B Holt Ave.,NA,I-10 W,R,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2020-01-18T12:47:00Z,64,64,30,29.09,10,W,7,NA,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-219064,MapQuest,236,3,2016-07-12T15:44:23Z,2016-07-12T16:29:23Z,40.770512,-73.917542,NA,NA,0,Heavy traffic and right and center lane blocked due to accident on I-278 Robert F Kennedy Brg Eastbound at Hoyt Ave / Astoria Blvd.,2488,31st St,R,Astoria,Queens,NY,11102,US,US/Eastern,KNYC,2016-07-12T15:51:00Z,81,NA,54,30.06,9,North,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2549934,MapQuest,201,2,2017-10-15T20:11:39Z,2017-10-15T20:41:26Z,30.183411,-92.016731,NA,NA,0.219999998808,Accident on Kaliste Saloom Rd Southbound from Asma Blvd to Feu Follet Rd.,100,Feu Follet Rd,L,Lafayette,Lafayette,LA,70508-4214,US,US/Central,KLFT,2017-10-15T19:53:00Z,82,NA,76,30.04,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3010955,Bing,NA,2,2020-12-19T03:21:57Z,2020-12-19T05:03:08Z,40.738955,-74.165121,NA,NA,0.16,Incident on NJ-21 NB near RECTOR ST Expect long delays.,898,McCarter Hwy,R,Newark,Essex,NJ,07102-5209,US,US/Eastern,KEWR,2020-12-19T03:51:00Z,19,11,71,30.38,10,NNE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-3897430,Bing,NA,3,2019-03-28T13:10:42Z,2019-03-28T13:40:31Z,29.77438,-95.3121,NA,NA,0.508,At Lockwood Dr/Exit 771B - Accident. Right lane blocked. Center lane blocked.,NA,I-10 W,R,Houston,Harris,TX,77020,US,US/Central,KMCJ,2019-03-28T13:15:00Z,75.2,NA,47,30.19,9,Variable,4.6,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3423861,Bing,NA,2,2020-11-17T20:46:00Z,2020-11-17T23:03:30Z,44.131708,-122.52494,NA,NA,1.43,Stationary traffic on OR-126 from Goodpasture Rd (OR-126) to NFD-2611 (OR-126) due to accident.,46857,McKenzie Hwy,R,Vida,Lane,OR,97488-9748,US,US/Pacific,KEUG,2020-11-17T20:54:00Z,47,43,83,29.35,10,SE,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-140648,MapQuest,201,2,2016-09-07T06:45:58Z,2016-09-07T07:30:58Z,28.523062,-82.237206,NA,NA,0,Accident on US-98 Cortez Blvd at I-75.,NA,I-75 S,R,Brooksville,Hernando,FL,34602,US,US/Eastern,KBKV,2016-09-07T06:53:00Z,71.1,NA,NA,30.15,10,ENE,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3434414,Bing,NA,2,2020-09-15T02:37:00Z,2020-09-15T04:12:50Z,30.309509,-81.770457,NA,NA,0.854,Incident on I-295 SB near NORMANDY BLVD Drive with caution.,NA,W Beltway S,R,Jacksonville,Duval,FL,32221,US,US/Eastern,KVQQ,2020-09-15T02:35:00Z,75,75,100,29.95,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3302360,Bing,NA,2,2020-11-24T13:20:00Z,2020-11-24T14:39:00Z,34.02806,-118.207391,NA,NA,1.518,Stationary traffic on CA-60 E - Pomona Fwy E from I-5/US-101 (CA-60) to Downey Rd (CA-60) due to accident.,NA,CA-60 E,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2020-11-24T12:52:00Z,68,68,43,29.82,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3775223,Bing,NA,2,2019-12-12T16:18:00Z,2019-12-12T16:50:02Z,33.913244,-118.140574,NA,NA,0,At CA-19/Lakewood Blvd - Accident.,NA,Glenn Anderson Fwy W,R,Downey,Los Angeles,CA,90242,US,US/Pacific,KLGB,2019-12-12T15:53:00Z,64,64,72,30.08,10,S,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914704,MapQuest,201,2,2020-01-24T14:56:02Z,2020-01-24T16:12:56Z,29.7125,-95.378189,NA,NA,0,Right lane blocked due to accident on TX-288 Northbound at Carson Ct.,NA,S Freeway N,R,Houston,Harris,TX,77021,US,US/Central,KMCJ,2020-01-24T14:53:00Z,67,67,26,30.06,10,NW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3722507,Bing,NA,2,2020-02-11T19:27:00Z,2020-02-11T20:21:40Z,38.346683,-121.996627,NA,NA,0,At Alamo Dr/Merchant St - Accident.,NA,I-80 W,R,Vacaville,Solano,CA,95687,US,US/Pacific,KVCB,2020-02-11T19:53:00Z,51,51,54,29.93,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1758852,MapQuest,201,2,2018-11-14T08:05:44Z,2018-11-14T08:34:56Z,42.382378,-71.206291,NA,NA,0.660000026226,Accident on Beaver St between MA-60 Waverley Oaks Rd and Parson Ave.,81,Beaver St,R,Waltham,Middlesex,MA,02453-8423,US,US/Eastern,KBED,2018-11-14T07:56:00Z,34,25.5,46,30.26,10,WNW,11.5,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1369887,MapQuest,201,2,2019-06-21T19:12:52Z,2019-06-21T20:15:08Z,29.74913,-95.364754,NA,NA,0,Accident on Pease St at La Branch St.,1697,La Branch St,L,Houston,Harris,TX,77002-7721,US,US/Central,KMCJ,2019-06-21T18:53:00Z,88,88,67,29.83,10,SSE,17,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2225004,MapQuest,201,2,2018-03-01T07:26:55Z,2018-03-01T07:56:43Z,35.121616,-89.799797,NA,NA,0,Accident on TN-177 Germantown Pkwy at Walnut Bend Rd.,NA,S Walnut Bend Rd,R,Cordova,Shelby,TN,38018,US,US/Central,KOLV,2018-03-01T07:50:00Z,55.4,NA,100,29.92,3,SW,6.9,NA,Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4066501,Bing,NA,3,2018-03-12T17:28:57Z,2018-03-12T23:28:57Z,33.71408,-84.23563,NA,NA,0.767,At I-285/Exit 67 - Accident. Right lane blocked.,NA,GA-402 E,R,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2018-03-12T17:52:00Z,52,NA,37,29.94,10,NNW,24.2,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3416613,Bing,NA,2,2020-09-30T04:51:00Z,2020-09-30T07:14:10Z,37.952903,-121.308706,NA,NA,0.901,Incident on I-5 SB near XTOWN Right shoulder closed.,NA,I-5 S,R,Stockton,San Joaquin,CA,95203,US,US/Pacific,KSCK,2020-09-30T04:55:00Z,66,66,68,29.97,10,NNW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-429871,MapQuest,201,2,2017-04-10T11:03:52Z,2017-04-10T12:03:37Z,30.392931,-97.841835,NA,NA,0.01,Accident on RM-2222 at Sitio del Rio Blvd.,6699,Sitio del Rio Blvd,L,Austin,Travis,TX,78730-1171,US,US/Central,KATT,2017-04-10T11:02:00Z,73,NA,90,30.03,1.8,Variable,4.6,0.01,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3435658,Bing,NA,2,2020-12-19T19:44:00Z,2020-12-19T21:51:34Z,35.382381,-119.044343,NA,NA,0.505,BOB ONR TO SB 99. SIL HOND CIV VS BLK FORD MUS,NA,CA-99 N,R,Bakersfield,Kern,CA,93308,US,US/Pacific,KBFL,2020-12-19T19:54:00Z,48,48,63,29.86,7,E,3,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1354439,MapQuest,201,2,2019-06-13T07:07:22Z,2019-06-13T07:54:00Z,39.84127,-105.234558,NA,NA,0,Accident on CO-93 at Indian Head Rd. No recent updates.,8011,Highway 93,L,Golden,Jefferson,CO,80403,US,US/Mountain,KBDU,2019-06-13T07:12:00Z,55,55,72,24.76,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1810858,MapQuest,201,2,2018-10-09T10:05:00Z,2018-10-09T10:32:53Z,39.192032,-84.455971,NA,NA,0,Accident on Losantiville Ave at Eastlawn Dr.,1901,Losantiville Ave,R,Cincinnati,Hamilton,OH,45237-4105,US,US/Eastern,KLUK,2018-10-09T09:53:00Z,73.9,NA,91,30.17,10,Calm,NA,NA,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1485522,MapQuest,201,2,2019-04-22T11:52:23Z,2019-04-22T12:21:54Z,36.146069,-86.870773,NA,NA,0,Accident on Westboro Dr near US-70 Charlotte Pike.,6300,Charlotte Pike,R,Nashville,Davidson,TN,37209-2927,US,US/Central,KBNA,2019-04-22T11:53:00Z,78,78,31,29.53,7,S,5,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2740005,Bing,NA,3,2016-10-05T10:20:32Z,2016-10-05T16:20:32Z,32.75797,-97.31899,NA,NA,0.416,At TX-280-spur - Accident.,NA,US-377 S,R,Fort Worth,Tarrant,TX,76102,US,US/Central,KFTW,2016-10-05T09:53:00Z,80.1,NA,69,29.88,10,South,13.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3880837,Bing,NA,2,2019-09-13T07:43:01Z,2019-09-13T11:43:01Z,44.55467,-123.007746,NA,NA,0.021,At Steckley Rd - Accident.,34707,Highway 34 SE,R,Albany,Linn,OR,97322-9772,US,US/Pacific,KCVO,2019-09-13T07:56:00Z,60,60,96,29.89,10,S,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2780704,Bing,NA,2,2016-09-15T07:25:35Z,2016-09-15T13:25:35Z,41.83768,-87.66573,NA,NA,0.001,At 45th St - Accident.,3101,S Ashland Ave,L,Chicago,Cook,IL,60608-6227,US,US/Central,KMDW,2016-09-15T07:53:00Z,66.9,NA,73,30.24,10,ESE,9.2,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2568538,MapQuest,201,3,2017-10-24T09:38:34Z,2017-10-24T10:38:20Z,34.282497,-80.997536,NA,NA,0,Accident on I-77 Southbound after Exit 32 Peach Rd.,NA,E Peach Rd,R,Ridgeway,Fairfield,SC,29130,US,US/Eastern,KFDW,2017-10-24T09:35:00Z,57.2,NA,88,29.9,10,SW,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1397461,MapQuest,201,2,2019-05-09T16:55:17Z,2019-05-09T19:10:53Z,40.782127,-111.911057,NA,NA,0,Left hand shoulder blocked due to accident on I-15 Northbound at Exit 309 UT-268 600.,NA,I-15 S,R,Salt Lake City,Salt Lake,UT,84116,US,US/Mountain,KSLC,2019-05-09T16:54:00Z,61,61,30,25.57,10,NNW,15,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1137120,MapQuest,201,3,2019-11-20T18:42:33Z,2019-11-20T19:57:06Z,43.053074,-87.925148,NA,NA,0,Right lane blocked due to accident on I-43 Northbound at Walnut St.,NA,I-43 N,R,Milwaukee,Milwaukee,WI,53205,US,US/Central,KMWC,2019-11-20T18:45:00Z,41,36,81,29.3,7,SE,7,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
